,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
420,{4c32ed93-1528-4668-8fcb-963f6c6d5473},HORS_SDC,Commerce rue,2023/06/07,8562,rue,,Hochelaga,,8562 rue Hochelaga ,,H1L2M3,RC,,CLINIQUE DENTAIRE DINH,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Tétreaultville,,Centre-Est,Non,Non,Non,5051093.82,303194.31,45.59975554298434,-73.52058402714363
423,{41525ce4-bbaf-4230-b033-4a82b59d815d},HORS_SDC,Commerce rue,2023/06/07,8590,rue,,Hochelaga,,8590 rue Hochelaga ,,H1L2M3,RC,,Iris,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Tétreaultville,,Centre-Est,Non,Non,Non,5051117.5,303204.15,45.599968644869655,-73.52045797033811
459,{f4159db8-b427-42a6-9c74-1b7db7c77930},HORS_SDC,Commerce rue,2023/06/13,8651,rue,,De Grosbois,,8651 rue De Grosbois ,,H1K2G4,RC,,Clinique médicale imaSanté,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,https://imasante.ca/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Dupéré,,Est-de-l'Île,Non,Non,Non,5051666.45,302065.97,45.6049047020387,-73.53505088517784
481,{bba9f510-962e-4b9a-ac5a-269cf4132f57},HORS_SDC,Commerce rue,2023/06/13,8685,rue,,Sherbrooke,E,8685 rue Sherbrooke E,,H1L1C1,2e,,Clinique dentaire,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Dupéré,,Centre-Est,Non,Non,Non,5051595.16,302404.4,45.604264464245325,-73.53071196639195
522,{3a7177a7-bcbe-4047-915f-31f238f4e205},HORS_SDC,Commerce rue,2023/06/13,5770,rue,,Sherbrooke,E,5770 rue Sherbrooke E,,H1N1B1,RC,,CLINIQUE PODIATRIQUE CADILLAC,F,Services professionnels,46,Professionnels de la santé et assistance sociale,162,Podiatre,621390.0,https://cliniquecadillac.ca/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5048254.43,301034.97,45.57419753043183,-73.54824167665984
535,{7742ac4e-92df-423b-b0c8-dcdc2a3f0386},HORS_SDC,Commerce rue,2023/06/13,5878,rue,,Sherbrooke,E,5878 rue Sherbrooke E,,H1N1B5,2e,,Centre dentaire Lapointe,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://centreslapointe.com/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5048428.1,301133.05,45.57576079159642,-73.54698631011587
539,{971ff3a8-1db0-49be-805a-d2b18258c5e6},HORS_SDC,Commerce rue,2023/06/13,5970,rue,,Sherbrooke,E,5970 rue Sherbrooke E,,H1N1B8,RC,,ORTHODONTIE ORTHOCITÉ,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Orthodontiste,621210.0,https://www.orthocite.ca/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5048497.5,301157.97,45.57638540543034,-73.54666752601054
547,{9d09bc2b-ecbd-4f5a-9474-3bfa8b1c6e02},HORS_SDC,Commerce rue,2023/06/13,6068,rue,,Sherbrooke,E,6068 rue Sherbrooke E,,H1N1C1,RC,,Édifice Cadillac,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Rampe d'accès,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Oui,Oui,5048659.58,301256.27,45.57784435943161,-73.54540916402307
576,{67f0157e-3cba-42ba-b796-461bb57d1a68},HORS_SDC,Commerce rue,2023/06/13,6402,rue,,Sherbrooke,E,6402 rue Sherbrooke E,,H1N3P6,RC,,Duo Vision,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5048946.39,301392.48,45.58042584485808,-73.54366583332124
612,{955184f5-239c-4d73-9f94-9548485c9279},HORS_SDC,Commerce rue,2023/06/13,6645,rue,de,Marseille,,6645 rue de Marseille ,,H1N1M1,2e,,Centre Dentaire MW,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,http://www.centredentairemw.com/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5049083.23,301728.05,45.58165873589182,-73.53936665966955
674,{48105d1c-d393-4c0e-a059-8f9e7266467c},HORS_SDC,Commerce rue,2023/06/13,5886,rue,,Hochelaga,,5886 rue Hochelaga ,,H1N1X1,RC avec escaliers (4 marches et plus),,Patrick Lamare Dentiste,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://dr-patrick-lamarre-dentiste-hochelaga-maisonneuve.business.site/?utm_source=gmb&utm_medium=referral,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Longue-Pointe,,Centre-Est,Non,Non,Non,5048026.13,301969.77,45.57214764452839,-73.5362630391513
702,{40514e92-6396-41fb-b1b9-bf3f44ceac99},HORS_SDC,Commerce rue,2023/06/07,7007,rue,,Beaubien,E,7007 rue Beaubien E,,H1M3K7,RC,,Clinique Dentaire Chokron et Garneau,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://www.cliniquedentairechokron-garneau.com/             https://www.sparenais-sens.com/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Oui,Oui,5050367.25,300276.51,45.59320480042083,-73.557979165081
718,{108e0423-d149-485f-b464-7e7d45c5c260},HORS_SDC,Commerce rue,2023/06/07,6398,rue,,Beaubien,E,6398 rue Beaubien E,,H1M3G8,RC,,CLINIQUE DENTAIRE DR. ROBERT TRUDEL,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Non,Non,5049497.51,299979.9,45.58537663477787,-73.56177223685236
721,{9c71fff9-687d-45c5-b6bc-9f90bb565de2},HORS_SDC,Commerce rue,2023/06/07,6455,rue,,Beaubien,E,6455 rue Beaubien E,,H1M1B1,2e,,Force medic clinique médicale,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,https://www.forcemedic.com/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Oui,Oui,5049594.21,299944.55,45.5862465240884,-73.56222621705093
745,{0151a347-8724-47ac-9f8d-d70fc4d2e666},HORS_SDC,Commerce rue,2023/06/07,6484,rue,,Beaubien,E,6484 rue Beaubien E,,H1M1A9,RC,,OPTOMÉTRISTE SERGE BOUCHARD,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Non,Non,5049688.74,300062.04,45.58709794313033,-73.56072144812401
836,{cd5acde7-71da-4757-a2b3-625377ef5479},HORS_SDC,Commerce rue,2023/06/13,6385,rue,,Sherbrooke,E,6385 rue Sherbrooke E,,H1N1C4,2e,,CENTRE DENTAIRE DE L'EST,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Non,Non,5048962.86,301287.42,45.58057352441614,-73.5450122031118
840,{69eb9496-9b74-43b0-9c2e-14768b5c60b0},HORS_SDC,Commerce rue,2023/06/13,6461,rue,,Sherbrooke,E,6461 rue Sherbrooke E,,H1N1C5,RC,,CLINIQUE DENTAIRE DR. TIFFANY ROLLAND,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,http://www.drgodbout.com/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,Centre-Est,Non,Non,Non,5049068.68,301344.12,45.58152600911523,-73.54428638929345
852,{f371a12c-aea4-49d3-82a3-23c1fe52fa41},HORS_SDC,Commerce rue,2023/08/14,5156,rue,,Beaubien,E,5156 rue Beaubien E,,H1T2V8,RC,,LABORATOIRE DENTAIRE OZAK,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,http://labozak.com/,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5048127.47,299320.38,45.57304371453649,-73.57020877760078
908,{3ab3b50a-8731-4f18-acd8-734f761acb0e},HORS_SDC,Commerce rue,2023/06/07,5455,rue,,Bélanger,,5455 rue Bélanger ,,H1T1E7,RC,,Centres dentaires Lapointe - Montréal-Bélanger,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://centreslapointe.com/,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5048799.76,298909.68,45.57908983202451,-73.57547894829513
909,{554d1ca4-75cf-4210-8007-a9bd4b5e141a},HORS_SDC,Commerce rue,2023/06/07,5555,rue,,Bélanger,,5555 rue Bélanger ,,H1T1G2,RC avec escaliers (4 marches et plus),,Clinique Dentaire Lacordaire,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://lacordaire.dentist/,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5048920.05,298971.51,45.58017275863567,-73.57468810564777
975,{12de2f04-7742-4ed0-ac68-5837a78245a2},HORS_SDC,Commerce rue,2023/08/14,4160,rue,,Beaubien,E,4160 rue Beaubien E,,H1T1S2,RC,,BEAUBIEN CLINIQUE DENTAIRE,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://beauetbien.ca/,Rampe d'accès,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047016.49,298630.68,45.563040987579015,-73.57903149139187
984,{9f39dbd9-1c13-420c-8439-a432edfaa31c},HORS_SDC,Commerce rue,2023/08/14,4245,rue,,Beaubien,E,4245 rue Beaubien E,,H1T3M7,RC,,SURPIED,F,Services professionnels,46,Professionnels de la santé et assistance sociale,162,Podiatre,621390.0,www.surpied.com,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047097.98,298627.92,45.5637742368402,-73.57906787607223
987,{476373bb-2bae-4529-b82f-c8a321211050},HORS_SDC,Commerce rue,2023/08/14,4470,rue,,Beaubien,E,4470 rue Beaubien E,,H1T3Y8,2e,,Centre de médecine dentaire Beaubien,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://www.cmdbeaubien.com/,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Oui,Oui,5047370.41,298866.92,45.56622772891335,-73.57600951429093
992,{144b24f2-8451-4a97-9baa-eda25a9cf05a},HORS_SDC,Commerce rue,2023/08/14,4470,rue,,Beaubien,E,4470 rue Beaubien E,,H1T3Y8,RC,,CLINIQUE DENTAIRE BOUCHARD BÉLANGER CYR,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,www.cmdbeaubien.com,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047381.85,298872.06,45.56633071353412,-73.57594380506649
1003,{666113fa-cdc2-43a3-b339-599679d287b3},HORS_SDC,Commerce rue,2023/06/07,4577,rue,,Beaubien,E,4577 rue Beaubien E,,H1T1T5,RC avec escaliers (4 marches et plus),,Centre de Périnatalogie et de Fertilité Maisonneuve,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047516.6,298891.12,45.56754339961274,-73.5757012578976
1013,{2859202a-095a-418c-904b-b09b45684306},HORS_SDC,Commerce rue,2023/08/14,4259,rue,,Beaubien,E,4259 rue Beaubien E,,H1T1S7,RC,,Salon d'optique Pilotte Nantais,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Rampe d'accès,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047126.51,298652.55,45.5640311770658,-73.57875271647795
1019,{f07882ea-5375-49e4-b2dd-161c3e13c96f},HORS_SDC,Commerce rue,2023/08/14,6440,avenue,,25e,,6440 25e avenue ,,H1T3L6,RC avec escaliers (4 marches et plus),,Dr. E.A. Vouloumanos,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047142.86,298713.85,45.56417883838683,-73.57796764349617
1027,{19742d32-75bf-4aa6-9279-6dcb3ca44ad7},HORS_SDC,Commerce rue,2023/08/14,4366,rue,,Beaubien,E,4366 rue Beaubien E,,H1T1S9,RC,,Opto Réseau,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047250.49,298771.77,45.56514783224776,-73.5772269911665
1066,{ae04e941-cad5-42f6-91b6-2395ff15771f},HORS_SDC,Commerce rue,2023/06/07,5020,rue,de,Bellechasse,,5020 rue de Bellechasse ,,H1T2A2,RC,,Montréal signature dentaire rosemont,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://signaturedentaire.com/,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047867.55,299524.28,45.570706447845126,-73.56759351634703
1069,{cc764ee9-3b43-4e7b-b7a3-e8befe2fd882},HORS_SDC,Commerce rue,2023/06/07,5090,rue,de,Bellechasse,,5090 rue de Bellechasse ,,H1T2A2,RC,,"Centre Dentaire Bertrand, Sfeir & associés",F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://drphilippebertrand.com/,Non,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Non,Non,5047907.73,299544.77,45.571068155307145,-73.56733143245899
1079,{0a958e04-3ab5-4ad4-8294-e408d0d6759f},HORS_SDC,Commerce rue,2023/06/28,5345,boulevard,de l',Assomption,,5345 boulevard de l'Assomption ,,H1T2M4,RC,,Polyclinique Maisonneuve-Rosemont,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Marie-Victorin,,Centre-Est,Non,Oui,Oui,5048123.78,300296.35,45.57301751180688,-73.55770418949004
1311,{f483f992-06e0-4e6f-9f82-dafee95ee787},HORS_SDC,Commerce rue,2023/06/19,8958,boulevard,,Saint-Michel,,8958 boulevard Saint-Michel ,,H1Z3G4,RC,,CLINIQUE DENTAIRE AT,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047896.19,294928.71,45.570914147109725,-73.62647202590676
1313,{13b69e8e-d2d6-452c-a14a-920aa5db6192},HORS_SDC,Commerce rue,2023/06/19,8954,boulevard,,Saint-Michel,,8954 boulevard Saint-Michel ,,H1Z3G4,RC,,CLINIQUE MÉDICALE SANTÉ SAINT-MICHEL,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,sante.gouv.qc.ca,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047885.51,294944.55,45.57081826973871,-73.62626886960821
1341,{7dc68872-645d-4eb6-83e1-739b3b208aa8},HORS_SDC,Commerce rue,2023/06/19,8754,boulevard,,Saint-Michel,,8754 boulevard Saint-Michel ,,H1Z3G2,2e,,Clinique dentaire Nguyen St-Michel,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047671.946710456,295289.34412353684,45.568901359401686,-73.62184724347418
1391,{0b455bdb-4b9c-4a17-94d5-77b613d52c84},HORS_SDC,Commerce rue,2023/06/19,8397,boulevard,,Saint-Michel,,8397 boulevard Saint-Michel ,,H1Z3E7,RC,,H Duroseau clinique médicale,F,Services professionnels,46,Professionnels de la santé et assistance sociale,101,Cliniques médicales et médecin,621110.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047386.05,295851.08,45.56633622130821,-73.61464534427803
1406,{1508889c-19f4-4155-b7e8-3a729a557ad4},HORS_SDC,Commerce rue,2023/06/07,3335,rue,,Jarry,E,3335 rue Jarry E,,H1Z2E5,RC,,LUNETTERIE FARHAT,F,Services professionnels,46,Professionnels de la santé et assistance sociale,95,Optométristes,621320.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047243.15,296245.26,45.56505531830046,-73.60959304516808
1413,{0213016a-f42c-40c9-935d-ba7ba3ff2171},HORS_SDC,Commerce rue,2023/06/07,3353,rue,,Jarry,E,3353 rue Jarry E,,H1Z2B9,RC,,DENTISTE,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,centredentairemawlawi.ca,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Sainte-Lucie,,Centre-Est,Non,Non,Non,5047290.59,296275.17,45.56548256541645,-73.60921070715214
1516,{66658292-5e95-4e9e-ba7b-17091f296012},HORS_SDC,Commerce rue,2023/06/07,10120,rue,,Lajeunesse,,10120 rue Lajeunesse ,,H3L2E2,RC,,Clinique Dentaire,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Sault-au-Récollet,,Centre-Ouest,Non,Non,Non,5045854.57,292354.42,45.552501753466224,-73.65940165151594
1550,{d16013ad-f7ec-449c-9578-5e6fa80d1842},HORS_SDC,Commerce rue,2023/06/14,230,boulevard,,Henri-Bourassa,E,230 boulevard Henri-Bourassa E,,H3L1B8,RC,,Clinique dentaire Sylvie Forrest,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,https://www.facebook.com/CliniquedentaireSylvieForrest/,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Sault-au-Récollet,,Centre-Ouest,Non,Oui,Oui,5045850.27,291573.51,45.5524486664676,-73.66940321289368
1555,{a24ca338-4233-44e1-b0e4-3abced5043fb},HORS_SDC,Commerce rue,2023/06/14,370,boulevard,,Henri-Bourassa,E,370 boulevard Henri-Bourassa E,,H3L1C3,RC,,Clinique de Médecine Podiatrique André Benoit,F,Services professionnels,46,Professionnels de la santé et assistance sociale,162,Podiatre,621390.0,,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Sault-au-Récollet,,Centre-Ouest,Non,Non,Non,5045957.64,291614.2,45.55341558706323,-73.66888496104974
1570,{6659fd25-aa34-4d42-8162-639354278ce4},HORS_SDC,Commerce rue,2023/06/07,1140,rue,,Sauvé,E,1140 rue Sauvé E,,H2C2A1,RC,,Teknik studio dentaire,F,Services professionnels,46,Professionnels de la santé et assistance sociale,98,Dentiste,621210.0,,Rampe d'accès,Non,,,Ahuntsic-Cartierville,Sault-au-Récollet,,Centre-Ouest,Non,Non,Non,5046496.23,292962.75,45.5582862201961,-73.6516258524374
